桥ID,古桥名称,建造年代,经度,纬度,所在省份,桥型,材质,长度,跨度,保护级别,数据来源,建造朝代,地理区域,桥梁时代,规模分类,故事,
br_f90feb344e24,状元桥,1275,120.6250,31.3167,江苏,单孔石拱桥,石,18,7,市级,《苏州市志》,宋元时期,华东,古代,小型,"状元桥
历史背景：南宋德祐元年（1275年）建于苏州古城内，因附近多出状元而得名。
建筑特点：单孔石拱桥，全长18米，宽约4米。花岗岩砌筑，小巧精致。
文化价值：苏州古城水巷小桥的典型代表，是江南水城格局的缩影。",
br_0fa9114a881e,铜井桥,1558,117.8167,30.9500,安徽,三孔石拱桥,石,36,8,市级,《铜陵县志》,明清时期,华东,古代,中型,"铜井桥
历史背景：明嘉靖三十七年（1558年）建于安徽铜陵，横跨顺安河。
建筑特点：三孔石拱桥，全长36米，宽5米。石灰岩砌筑，拱券坚固。
文化价值：皖南地区明代石桥的代表，反映了铜陵矿区与外界的交通联系。",
br_e7132a7387e6,跨虹桥,1757,119.4250,32.4050,江苏,单孔石拱桥,石,22,7,市级,瘦西湖管理处,明清时期,华东,古代,小型,"跨虹桥
历史背景：清乾隆二十二年（1757年）建于扬州瘦西湖，与五亭桥相邻，因形似彩虹横跨水面而得名。
建筑特点：单孔石拱桥，全长22米，拱形优美。桥面平整，两侧白石栏杆。
文化价值：瘦西湖景观桥梁的精品之一，是扬州园林建筑艺术的体现。",
br_5cc5702224fe,映月桥,1750,116.2700,39.9950,北京,单孔石拱桥,石,20,6,市级,颐和园档案,明清时期,华北,古代,小型,"映月桥
历史背景：清乾隆十五年（1750年）建于颐和园昆明湖畔，因月夜桥影倒映水中如满月而得名。
建筑特点：单孔石拱桥，全长20米。拱券精致，汉白玉栏杆雕刻细腻。
文化价值：颐和园内小型景观桥的代表，与十七孔桥、玉带桥共同构成昆明湖桥梁群。",
br_d8fbd305e2bf,龙津桥,1655,106.7200,26.5900,贵州,三孔石拱桥,石,46,10,省级,《贵阳市志》,明清时期,西南,古代,中型,"龙津桥
历史背景：清顺治十二年（1655年）建于贵阳南明河上。
建筑特点：三孔石拱桥，全长46米，宽5.8米。石灰岩砌筑，桥面设石栏望柱。
文化价值：贵阳老城区保存较好的清初桥梁，是南明河沿岸历史风貌的重要节点。",
br_1518c0c9f838,白鹤桥,1580,104.7500,29.3500,四川,三孔石拱桥,石,40,10,市级,《自贡市志》,明清时期,西南,古代,中型,"白鹤桥
历史背景：明万历八年（1580年）建于四川自贡，横跨釜溪河，因桥畔白鹤翔集而得名。
建筑特点：三孔石拱桥，全长40米，宽5米。红砂石砌筑，桥面设石栏。
文化价值：自贡盐业古道上的重要桥梁，见证了川南盐运交通的繁荣。",
br_e718ca2d4e9c,安定桥,1573,103.8500,36.0500,甘肃,五孔石拱桥,石,52,10,省级,《兰州市志》,明清时期,西北,古代,中型,"安定桥
历史背景：明万历元年（1573年）建于甘肃兰州黄河支流上，为通往河西走廊的要道桥梁。
建筑特点：五孔石拱桥，全长52米，宽6米。花岗岩砌筑，桥墩船形分水，结构稳固。
文化价值：兰州地区保存较好的明代石桥，是丝绸之路河西段交通网络的实物遗存。",
br_3562d8bb98b9,珠浦桥,1213,120.75,28.12,浙江,五孔石拱桥,石,60,10,省级,《温州府志》,宋元时期,华东,古代,中型,"珠浦桥
历史背景：南宋嘉定六年（1213年）建于温州瓯海，横跨温瑞塘河。
建筑特点：五孔石拱结构，桥面宽阔平整，拱券用条石纵联砌筑。
文化价值：温瑞塘河水运交通的重要节点，浙南古桥群的代表之一。",
br_f7a8270a6e22,济宁南阳桥,1280,116.587,35.415,山东,三孔石拱桥,石,45,12,省级,《济宁市志》,宋元时期,华东,古代,中型,"济宁南阳桥
历史背景：元至元十七年（1280年）建于京杭大运河济宁段，是漕运要冲。
建筑特点：三孔联拱石桥，桥栏雕刻精美，具有元代风格。
文化价值：京杭大运河山东段的重要遗产点，见证了元代漕运的繁盛。",
br_a26e3285e11f,济南泺源桥,1368,117.02,36.66,山东,单孔石拱桥,石,22,8,市级,《济南府志》,明清时期,华东,古代,小型,"济南泺源桥
历史背景：明洪武元年（1368年）建于济南趵突泉畔，跨护城河。
建筑特点：单孔半圆石拱，桥身小巧精致，与泉城景观融为一体。
文化价值：济南泉水文化的组成部分，与趵突泉、大明湖共同构成泉城名胜。",
br_0d0670ac1d62,青州万年桥,1594,118.48,36.69,山东,九孔联拱石桥,石,86,9,省级,《青州府志》,明清时期,华东,古代,大型,"青州万年桥
历史背景：明万历二十二年（1594年）建于青州南阳河上，为当时青州城南门要道。
建筑特点：九孔联拱石桥，全长86米，桥面石板铺砌。
文化价值：山东现存规模较大的明代石桥之一，是青州古城交通体系的核心。",
br_03cbbf21ba48,泰安奈河桥,1008,117.129,36.194,山东,单孔石拱桥,石,16,6,省级,《泰山志》,宋元时期,华东,古代,小型,"泰安奈河桥
历史背景：北宋大中祥符元年（1008年）建于泰山脚下岱庙前。
建筑特点：单孔石拱桥，造型古朴，两侧望柱雕刻狮子和莲花。
文化价值：泰山文化景观的组成部分，历代帝王封禅泰山的必经之路。",
br_04002506d024,武汉月湖桥,1635,114.265,30.55,湖北,三孔石拱桥,石,40,10,市级,《武昌县志》,明清时期,华中,古代,中型,"武汉月湖桥
历史背景：明崇祯八年（1635年）建于武汉月湖之上，连接汉阳旧城区。
建筑特点：三孔石拱桥，桥身与月湖水面相映成趣。
文化价值：汉阳古城水系的重要节点，与古琴台景区毗邻。",
br_9ec99d616726,恩施风雨桥,1520,109.47,30.27,湖北,廊桥,木,48,12,省级,《恩施州志》,明清时期,华中,古代,中型,"恩施风雨桥
历史背景：明正德十五年（1520年）土家族民众集资修建，是鄂西土家风雨桥的典型。
建筑特点：木结构廊桥，桥上有遮风避雨的长廊，雕梁画栋。
文化价值：土家族建筑文化的实物遗存，体现了鄂西少数民族桥梁建造传统。",
br_ff1a453d452d,荆州万城桥,1450,112.239,30.335,湖北,五孔石拱桥,石,56,10,市级,《荆州府志》,明清时期,华中,古代,中型,"荆州万城桥
历史背景：明景泰元年（1450年）建于荆州古城护城河上。
建筑特点：五孔联拱石桥，与荆州古城墙一体化设计。
文化价值：荆州古城防御体系的组成部分，三国文化遗产的重要节点。",
br_1dfb6467c22c,常德桃花桥,1570,111.688,29.032,湖南,三孔石拱桥,石,38,9,市级,《常德府志》,明清时期,华中,古代,中型,"常德桃花桥
历史背景：明隆庆四年（1570年）建于常德桃花源景区入口处。
建筑特点：三孔石拱桥，与桃花源山水景致融为一体。
文化价值：陶渊明「桃花源记」文化意象的实体化，湘北旅游名胜。",
br_94db60f5c927,郴州风雨桥,1480,113.015,25.77,湖南,廊桥,木,52,14,省级,《郴州志》,明清时期,华中,古代,中型,"郴州风雨桥
历史背景：明成化十六年（1480年）建于郴州耒水之上，为湘南重要商路节点。
建筑特点：木结构风雨廊桥，桥面铺木板，两侧设有坐凳长廊。
文化价值：湘南地区保存较好的明代风雨桥，反映了湖南南部商贸交通传统。",
br_49fcfaa713cc,凤凰虹桥,1670,109.598,27.948,湖南,三孔石拱桥,石,46,12,省级,《凤凰县志》,明清时期,华中,古代,中型,"凤凰虹桥
历史背景：清康熙九年（1670年）建于凤凰古城沱江之上。
建筑特点：三孔石拱桥，红砂岩砌筑，桥上有双层飞檐亭阁。
文化价值：凤凰古城标志性建筑之一，沈从文笔下湘西风情的象征。",
br_1ff73ddf0b1d,丽江黑龙潭桥,1737,100.233,26.892,云南,单孔石拱桥,石,18,7,市级,《丽江府志》,明清时期,西南,古代,小型,"丽江黑龙潭桥
历史背景：清乾隆二年（1737年）建于丽江黑龙潭公园内。
建筑特点：单孔石拱桥，与玉龙雪山倒影构成经典画面。
文化价值：纳西族水文化的象征，丽江古城世界遗产的组成部分。",
br_6296fcf704ca,大理洱海桥,1382,100.175,25.606,云南,五孔石拱桥,石,52,10,省级,《大理府志》,明清时期,西南,古代,中型,"大理洱海桥
历史背景：明洪武十五年（1382年）建于大理古城东门外，跨洱海出水口。
建筑特点：五孔联拱石桥，白族风格石雕栏杆。
文化价值：大理古城与洱海之间的交通枢纽，白族建筑文化的代表。",
br_ca47807ba451,建水天缘桥,1669,102.83,23.62,云南,三孔石拱桥,石,38,10,市级,《建水县志》,明清时期,西南,古代,中型,"建水天缘桥
历史背景：清康熙八年（1669年）建于建水泸江河上。
建筑特点：三孔石拱桥，桥上建有阁楼和亭子。
文化价值：建水古城桥梁群的重要组成，与双龙桥共同展示滇南古桥风貌。",
br_4618024eded7,柳州花桥,1596,109.417,24.326,广西,七孔石拱桥,石,62,11,省级,《柳州府志》,明清时期,华南,古代,中型,"柳州花桥
历史背景：明万历二十四年（1596年）建于柳江之上，是柳州古城的标志。
建筑特点：七孔联拱石桥，桥面宽阔，两侧栏杆雕花精美。
文化价值：柳州古城八景之一，是广西现存规模较大的明代石桥。",
br_841e7be5a640,桂林花桥,1457,110.305,25.28,广西,五孔石拱桥,石,50,9,市级,《桂林府志》,明清时期,华南,古代,中型,"桂林花桥
历史背景：明天顺元年（1457年）建于桂林小东江上，因桥畔遍植鲜花得名。
建筑特点：五孔联拱石桥，石栏雕有花卉图案，与山水景观相映。
文化价值：桂林山水文化的组成部分，是漓江画廊的重要人文景观。",
br_317d61fc943b,重庆龙门浩桥,1573,106.585,29.553,重庆,五孔石拱桥,石,55,10,市级,《重庆府志》,明清时期,西南,古代,中型,"重庆龙门浩桥
历史背景：明万历元年（1573年）建于重庆南岸龙门浩，跨苦竹溪。
建筑特点：五孔联拱石桥，利用山势修建，高低错落有致。
文化价值：重庆开埠时期的交通要道，见证了巴渝码头文化的兴衰。",
br_895655d292d2,沈阳永安桥,1641,123.429,41.796,辽宁,三孔石拱桥,石,37,15,国家级,《沈阳县志》,明清时期,东北,古代,中型,"沈阳永安桥
历史背景：清崇德六年（1641年）建于沈阳蒲河之上，是盛京官道桥梁。
建筑特点：三孔石拱桥，桥栏有石狮雕刻，风格粗犷质朴。
文化价值：清代盛京（沈阳）城区交通遗存，对研究清初东北城建有重要价值。",
br_a3a298c42756,呼和浩特庆凯桥,1736,111.659,40.818,内蒙古,三孔石拱桥,石,35,10,市级,《归化城志》,明清时期,华北,古代,中型,"呼和浩特庆凯桥
历史背景：清乾隆元年（1736年）建于归化城（今呼和浩特）扎达盖河上。
建筑特点：三孔石拱桥，融合蒙汉建筑风格，朴实厚重。
文化价值：呼和浩特古城仅存的清代石桥之一，是蒙古地区汉式桥梁建设的实物。",
br_5541f15689ce,拉萨宇拓桥,1700,91.132,29.652,西藏,石板桥,石,20,5,市级,《西藏通志》,明清时期,西南,古代,小型,"拉萨宇拓桥
历史背景：约清康熙年间（1700年前后）建于拉萨河支流上，连接八廓街与药王山。
建筑特点：石板桥，藏式风格，桥面两侧悬挂经幡。
文化价值：拉萨旧城区的重要交通节点，与大昭寺、布达拉宫构成圣城文化景观。",
br_55542520b730,都江堰安澜竹索桥,-256,103.6,30.998,四川,竹索桥,竹,320,0,国家级,《华阳国志》,战国时期,西南,古代,大型,"都江堰安澜竹索桥
历史背景：战国秦昭襄王时期（约公元前256年），与都江堰水利工程同期修建。
建筑特点：以竹索为主要承重结构，是中国最古老的索桥之一。
文化价值：中国古代竹索桥技术的活化石，都江堰世界遗产的核心组成部分。",
br_c248f0eddfae,褒斜栈道桥,-200,106.92,33.35,陕西,栈道桥,木,150,0,国家级,《史记》,汉代,西北,古代,大型,"褒斜栈道桥
历史背景：秦汉时期（约公元前200年）开辟的褒斜道上的栈道桥，连接关中与汉中。
建筑特点：依山凿孔，横木为梁，上铺木板的悬空栈道。
文化价值：中国古代最著名的栈道工程之一，「明修栈道、暗度陈仓」典故即源于此。",
br_0e3c62636c0b,成都九眼桥遗址,618,104.083,30.641,四川,九孔石拱桥,石,85,10,市级,《成都市志》,唐宋时期,西南,古代,大型,"成都九眼桥遗址
历史背景：唐武德元年（618年）始建于成都锦江之上，因桥有九洞得名。
建筑特点：九孔联拱石桥，桥面宽阔，历代多次重修。
文化价值：成都古城水路交通的标志性桥梁，与合江亭共同构成锦江文化景观。",
br_6f4f67dd7207,西安灞河桥遗址,-220,109.05,34.28,陕西,多孔石梁桥,石,200,6,国家级,《长安志》,汉代,西北,古代,大型,"西安灞河桥遗址
历史背景：秦代（约公元前220年）始建于灞河之上，是长安东出的第一座大桥。
建筑特点：多孔石梁桥，桥基用大型条石砌筑。
文化价值：灞桥折柳送别是中国古典文学最著名的意象之一，见证了丝绸之路的起点交通。",
br_8d23ddf9695b,洛阳天津桥遗址,605,112.454,34.631,河南,石拱桥,石,120,15,省级,《洛阳伽蓝记》,唐宋时期,华北,古代,大型,"洛阳天津桥遗址
历史背景：隋大业元年（605年）始建于洛水之上，为隋唐洛阳城中轴线上的核心桥梁。
建筑特点：多孔石拱桥，隋唐盛期规模宏大。
文化价值：唐诗「天津桥下冰初结」等大量文学作品的背景地，隋唐洛阳城考古遗址的重要组成。",
